Text	Stress	Boundary	Pitch	Token
Lon-	X		D3	D3
_	_		F3	F3
_	_		G3	G3
_	_		F3	F3
_	_		F3	F3
_	_		D3	D3
_	_		E3	E3
_	_		F3	F3
_	_		E3	E3
_	_		E3	E3
_	_		D3	D3
_	_		F3	F3
_	_		G3	G3
_	_		F3	F3
_	_		F3	F3
_	_		E3	E3
_	_		G3	G3
_	_		A3	A3
_	_		G3	G3
_	_		G3	G3
_	_		E3	E3
_	_		F3	F3
_	_		G3	G3
_	_		E3	E3
_	_		F3	F3
_	_		D3	D3
ge	-		D3	D3
		Minima		Minima
a	~		D3	D3
sa-	-		F3	F3
_	_		E3	E3
lu-	X		F3	F3
te	-		D3	D3
me-	X		D3	D3
_	_		F3	F3
_	_		F3	F3
_	_		F3	F3
_	_		F3	F3
_	_		F3	F3
a	-		D3	D3
_	_		C3	C3
_	_		E3	E3
_	_		E3	E3
_	_		D3	D3
_	_		E3	E3
_	_		F3	F3
_	_		G3	G3
_	_		D3	D3
_	_		D3	D3
_	_		C3	C3
		Maxima		Maxima
ver-	X		D3	D3
_	_		C3	C3
_	_		D3	D3
_	_		E3	E3
_	_		F3	F3
_	_		G3	G3
ba	-		F3	F3
_	_		E3	E3
_	_		F3	F3
_	_		G3	G3
_	_		G3	G3
_	_		F3	F3
		Minima		Minima
de-	x		C3	C3
li-	-		C3	C3
_	_		F3	F3
_	_		E3	E3
cto-	X		F3	F3
_	_		G3	G3
_	_		F3	F3
_	_		F3	F3
_	_		C3	C3
rum	-		D3	D3
_	_		E3	E3
_	_		D3	D3
		Virgula		Virgula
me-	-		F3	F3
_	_		E3	E3
o-	X		F3	F3
_	_		D3	D3
_	_		E3	E3
_	_		E3	E3
_	_		D3	D3
		Minima		Minima
_	-		F3	F3
_	_		G3	G3
_	_		F3	F3
_	_		E3	E3
_	_		F3	F3
_	_		G3	G3
_	_		D3	D3
_	_		C3	C3
_	_		F3	F3
_	_		F3	F3
_	_		F3	F3
_	_		E3	E3
_	_		D3	D3
rum.	-		D3	D3
_	_		E3	E3
_	_		E3	E3
_	_		D3	D3
		Finalis		Finalis
